Código Candidato,Data de nascimento,Série,Unidade,Data de Inscrição,Data da matrícula,Tipo,Bolsa (%),Real Anuidade
CL8327,21/05/2007,3ª série,Santa Amélia,18/8/2024 22:46:00,28/11/2024,Rematrícula,"29,00%",27.323
CL8328,08/12/2009,1ª série,Carlos Prates,18/08/2024 22:44:00,19/12/2024,Rematrícula,"50,00%",16.82
CL8329,17/08/2022,Infantil 2 bilíngue,Carajás,18/08/2024 22:46:00,25/11/2024,Rematrícula,"100,00%",15.966
CL8331,4/5/2011,9º ano,Ouro Preto,18/08/2024 22:44:00,18/12/2024,Rematrícula,"32,00%",23.246
CL8332,12/02/2011,9º ano,Alípio de Melo,18/08/2024 22:45:00,11/10/2024,Rematrícula,"41,70%",17.452
CL8334,10/9/2014,5º ano,Gutierrez,18/08/2024 22:44:00,25/09/2024,Rematrícula,"41,00%",17.226
CL8335,4/5/2014,6º ano,Carlos Prates,18/08/2024 22:45:00,30/10/2024,Rematrícula,"50,00%",15.303
CL8339,28/05/2012,7º ano,Ouro Preto,18/08/2024 22:44:00,31/01/2025,Rematrícula,"60,00%",14.803
CL8343,27/12/2012,7º ano,Carlos Prates,18/08/2024 22:45:00,22/08/2024,Rematrícula,"100,00%",2.354
CL8348,13/9/2018,1º ano,Alípio de Melo,18/08/2024 22:46:00,17/10/2024,Rematrícula,"50,00%",13.031
CL8354,11/04/2009,1ª série,Ouro Preto,18/08/2024 22:46:00,19/12/2024,Rematrícula,"12,00%",32.446
CL8356,22/12/2012,7º ano,Conceição do Mato Dentro,18/8/2024 22:45:00,21/11/2024,Rematrícula,"100,00%",13.409
CL8359,24/07/2011,8º ano,Gutierrez,18/08/2024 22:47:00,08/10/2024,Rematrícula,"56,00%",15.773
CL8362,7/2/2010,1ª série,Conceição do Mato Dentro,18/08/2024 22:44:00,29/01/2025,Rematrícula,"12,00%",18.638
CL8364,16/1/2012,8º ano,Santa Amélia,18/08/2024 22:47:00,09/11/2024,Rematrícula,"44,00%",17.707
CL8366,24/12/2005,3ª série,Carajás,18/08/2024 22:45:00,07/01/2025,Rematrícula,"100,00%",24.615
CL8368,29/03/2008,3ª série,Lagoa Santa,18/8/2024 22:47:00,28/01/2025,Rematrícula,"31,70%",25.194
CL8370,,2ª série,,18/08/2024 22:47:00,,Rematrícula,,
CL8371,27/2/2010,1ª série,Jardim Canadá,18/08/2024 22:46:00,02/10/2024,Rematrícula,"40,00%",23.57
CL8372,2/2/2015,5º ano bilíngue,Carajás,18/08/2024 22:44:00,27/11/2024,Rematrícula,"100,00%",32.408
CL8382,01/02/2016,4º ano bilíngue,Mais Buritis,18/08/2024 22:46:00,23/08/2024,Rematrícula,"55,00%",20.61
CL8386,07/02/2019,1º ano,Alípio de Melo,18/08/2024 22:45:00,12/11/2024,Rematrícula,"40,00%",15.236
CL8389,16/10/2015,4º ano,Conceição do Mato Dentro,18/08/2024 22:44:00,27/11/2024,Rematrícula,"0,00%",16.387
CL8391,27/12/2010,9º ano,Santa Amélia,18/08/2024 22:44:00,27/09/2024,Rematrícula,"40,00%",18.795
CL8392,10/06/2007,2ª série,Carajás,18/08/2024 22:44:00,03/12/2024,Rematrícula,"100,00%",24.615
CL8393,24/04/2007,3ª série,Jaraguá,18/08/2024 22:47:00,11/10/2024,Rematrícula,"45,60%",20.552
CL8394,,2ª série,,18/8/2024 22:46:00,,Rematrícula,,
CL8395,07/08/2018,1º ano bilíngue,Carajás,18/08/2024 22:45:00,22/11/2024,Rematrícula,"100,00%",32.408
CL8399,,7º ano,,18/08/2024 22:46:00,,Rematrícula,,
CL8401,20/5/2020,Infantil 5,Gutierrez,18/08/2024 22:45:00,25/01/2025,Rematrícula,"10,00%",22.682
CL8403,5/11/2014,5º ano,Ouro Preto,18/08/2024 22:46:00,06/11/2024,Rematrícula,"50,00%",15.173
CL8413,8/6/2015,4º ano,Castelo Manacás,18/8/2024 22:45:00,29/01/2025,Rematrícula,"60,90%",10.026
CL8414,,Infantil 5,,18/8/2024 22:44:00,,Rematrícula,,
CL8415,9/7/2013,6º ano,Conceição do Mato Dentro,18/08/2024 22:45:00,04/02/2025,Rematrícula,"100,00%",0.0
CL8416,5/6/2016,3º ano,Carlos Prates,18/08/2024 22:47:00,29/11/2024,Rematrícula,"48,00%",12.871
CL8424,10/12/2008,1ª série,Conceição do Mato Dentro,18/08/2024 22:47:00,30/01/2025,Rematrícula,"12,00%",18.638
CL8426,8/9/2019,Infantil 5,Gutierrez,18/08/2024 22:45:00,12/11/2024,Rematrícula,"40,00%",15.191
CL8428,26/5/2013,7º ano,Jaraguá,18/08/2024 22:46:00,10/09/2024,Rematrícula,"31,50%",20.186
CL8429,01/05/2016,4º ano bilíngue,Mais Cidade Nova,18/08/2024 22:44:00,30/09/2024,Rematrícula,"48,00%",30.388
CL8436,06/06/2013,6º ano bilíngue,Mais Pampulha,18/8/2024 22:45:00,25/11/2024,Rematrícula,"63,00%",24.778
CL8438,04/10/2020,Infantil 4,Gutierrez,18/08/2024 22:45:00,19/10/2024,Rematrícula,"55,00%",12.382
CL8439,15/3/2016,4º ano,Jaraguá,18/08/2024 22:45:00,29/11/2024,Rematrícula,"50,00%",13.031
CL8442,5/5/2020,Infantil 4,Castelo,18/08/2024 22:45:00,28/08/2024,Rematrícula,"45,00%",12.909
CL8443,1/9/2013,6º ano,Ouro Preto,18/08/2024 22:45:00,27/12/2024,Rematrícula,"67,40%",12.023
CL8448,19/09/2015,4º ano,Castelo,18/08/2024 22:47:00,29/11/2024,Rematrícula,"60,00%",10.024
CL8450,18/07/2007,3ª série,Ouro Preto Integral,18/08/2024 22:44:00,19/11/2024,Rematrícula,"55,00%",22.109
CL8453,07/06/2011,9º ano,Alípio de Melo,18/08/2024 22:44:00,10/09/2024,Rematrícula,"55,00%",14.008
CL8455,,3ª série,,18/08/2024 22:47:00,,Rematrícula,,
CL8460,27/04/2010,1ª série,Jaraguá,18/08/2024 22:45:00,30/01/2025,Rematrícula,"60,00%",14.038
CL8461,,8º ano,,18/8/2024 22:45:00,,Rematrícula,,
CL8462,18/6/2011,9º ano,Santa Amélia,18/08/2024 22:45:00,28/10/2024,Rematrícula,"58,00%",13.157
CL8466,05/02/2010,1ª série,Ouro Preto,18/08/2024 22:47:00,29/11/2024,Rematrícula,"10,00%",33.115
CL8467,05/07/2015,4º ano,Ouro Preto,18/8/2024 22:47:00,09/12/2024,Rematrícula,"50,00%",15.173
CL8468,28/01/2010,1ª série,Gutierrez,18/08/2024 22:45:00,03/10/2024,Rematrícula,"23,00%",28.365
CL8469,1/5/2016,4º ano,Castelo,18/08/2024 22:46:00,06/11/2024,Rematrícula,"60,00%",10.224
CL8470,15/1/2018,2º ano,Carlos Prates,18/08/2024 22:46:00,25/09/2024,Rematrícula,"50,00%",12.229
CL8474,,9º ano,,18/08/2024 22:46:00,,Rematrícula,,
CL8475,28/5/2013,7º ano,Carlos Prates,18/8/2024 22:46:00,11/11/2024,Rematrícula,"55,00%",13.301
CL8476,31/07/2009,1ª série,Carlos Prates,18/08/2024 22:46:00,01/10/2024,Rematrícula,"29,10%",22.77
CL8477,09/05/2017,2º ano,Conceição do Mato Dentro,18/8/2024 22:46:00,26/11/2024,Rematrícula,"50,00%",16.387
CL8479,20/01/2012,7º ano,Carlos Prates,18/8/2024 22:46:00,04/12/2024,Rematrícula,"40,00%",17.892
CL8480,,3ª série,,15/1/2025 15:48:00,,Rematrícula,,
CL8482,26/2/2011,9º ano,Santa Amélia,18/08/2024 22:47:00,27/10/2024,Rematrícula,"52,90%",15.286
CL8485,,4º ano bilíngue,,18/08/2024 22:45:00,,Rematrícula,,
CL8488,29/03/2013,7º ano,Carlos Prates,18/08/2024 22:47:00,07/11/2024,Rematrícula,"53,90%",13.586
CL8495,10/04/2013,7º ano,Ouro Preto,18/08/2024 22:45:00,30/09/2024,Rematrícula,"40,00%",20.833
CL8497,15/07/2011,8º ano,Jaraguá,18/08/2024 22:46:00,05/09/2024,Rematrícula,"12,60%",25.103
CL8499,03/12/2013,6º ano,Santa Amélia,18/08/2024 22:44:00,12/12/2024,Rematrícula,"50,00%",16.075
CL8500,02/10/2012,7º ano,Gutierrez,18/8/2024 22:44:00,16/10/2024,Rematrícula,"32,00%",22.903
CL8501,23/5/2007,3ª série,Ouro Preto,18/8/2024 22:46:00,27/08/2024,Rematrícula,"28,50%",30.477
CL8502,18/11/2012,7º ano,Jardim Canadá,18/08/2024 22:47:00,08/10/2024,Rematrícula,"36,90%",21.447
CL8504,09/06/2016,3º ano,Castelo Manacás,18/08/2024 22:46:00,23/11/2024,Rematrícula,"60,00%",10.224
CL8507,04/06/2007,1ª série,Carajás,18/08/2024 22:46:00,21/01/2025,Rematrícula,"100,00%",22.564
CL8513,07/05/2007,3ª série,Alípio de Melo,18/08/2024 22:44:00,15/01/2025,Rematrícula,"50,00%",19.041
CL8519,,2ª série,,18/08/2024 22:46:00,,Rematrícula,,
CL8527,11/02/2008,2ª série,Ouro Preto,18/08/2024 22:46:00,07/01/2025,Rematrícula,"21,30%",29.338
CL8529,,1º ano,,18/08/2024 22:45:00,,Rematrícula,,
CL8530,03/05/2014,5º ano,Ouro Preto,18/08/2024 22:47:00,08/10/2024,Rematrícula,"12,60%",24.777
CL8536,01/07/2013,6º ano,Ouro Preto,18/08/2024 22:44:00,02/09/2024,Rematrícula,"39,90%",20.864
CL8537,,9º ano,,18/08/2024 22:46:00,,Rematrícula,,
CL8539,03/05/2012,8º ano,Santa Amélia,18/08/2024 22:46:00,06/09/2024,Rematrícula,"65,00%",11.376
CL8543,14/5/2020,Infantil 4,Castelo Manacás,18/08/2024 22:45:00,09/09/2024,Rematrícula,"52,00%",11.499
CL8546,10/02/2015,5º ano,Santa Amélia,18/08/2024 22:45:00,23/08/2024,Rematrícula,"43,70%",15.148
CL8548,04/11/2007,3ª série,Lagoa Santa,18/08/2024 22:46:00,24/01/2025,Rematrícula,"50,00%",18.645
CL8549,16/05/2010,9º ano,Alípio de Melo,18/08/2024 22:44:00,03/09/2024,Rematrícula,"44,70%",16.675
CL8554,,1ª série,,18/08/2024 22:46:00,,Rematrícula,,
CL8555,6/10/2012,7º ano,Alípio de Melo,18/08/2024 22:46:00,23/01/2025,Rematrícula,"45,00%",15.891
CL8556,24/5/2018,1º ano,Jardim Canadá,18/08/2024 22:45:00,12/09/2024,Rematrícula,"40,00%",17.56
CL8558,09/03/2020,Infantil 5,Conceição do Mato Dentro,18/08/2024 22:46:00,26/11/2024,Rematrícula,"47,40%",8.582
CL8560,22/4/2012,8º ano,Carajás,18/08/2024 22:46:00,18/12/2024,Rematrícula,"100,00%",23.427
CL8561,15/04/2010,1ª série,Alípio de Melo,18/08/2024 22:45:00,07/10/2024,Rematrícula,"50,00%",16.82
CL8564,,6º ano,,18/08/2024 22:45:00,,Rematrícula,,
CL8571,24/08/2015,4º ano,Gutierrez,18/08/2024 22:47:00,02/10/2024,Rematrícula,"100,00%",767.0
CL8572,,2ª série,,18/08/2024 22:46:00,,Rematrícula,,
CL8577,18/09/2007,3ª série,Alípio de Melo,18/08/2024 22:45:00,28/11/2024,Rematrícula,"50,00%",19.041
CL8580,05/11/2011,8º ano,Carlos Prates,18/08/2024 22:47:00,03/12/2024,Rematrícula,"58,50%",11.924
CL8583,25/8/2015,4º ano,Carajás,18/08/2024 22:45:00,16/01/2025,Rematrícula,"100,00%",0.0
CL8584,30/7/2008,2ª série,Santa Amélia,18/08/2024 22:45:00,19/11/2024,Rematrícula,"59,00%",15.111
CL8588,02/05/2009,1ª série,Gutierrez,18/08/2024 22:45:00,18/10/2024,Rematrícula,"41,00%",22.434
CL8589,4/12/2015,4º ano,Lagoa Santa,18/08/2024 22:45:00,11/11/2024,Rematrícula,"49,90%",13.187
CL8591,11/9/2011,8º ano,Santa Amélia,18/08/2024 22:45:00,10/10/2024,Rematrícula,"57,00%",14.171
CL8592,,7º ano,,18/8/2024 22:46:00,,Rematrícula,,
CL8595,,1ª série,,18/08/2024 22:44:00,,Rematrícula,,
CL8596,12/12/2008,2ª série,Ouro Preto Integral,18/08/2024 22:47:00,21/10/2024,Rematrícula,"2,80%",38.379
CL8597,,9º ano,,18/08/2024 22:46:00,,Rematrícula,,
CL8598,16/10/2013,6º ano bilíngue,Carajás,18/8/2024 22:44:00,02/12/2024,Rematrícula,"100,00%",38.376
CL8599,2/6/2011,8º ano,Mais Cidade Nova,18/08/2024 22:46:00,10/12/2024,Rematrícula,"70,00%",14.816
CL8600,02/06/2013,7º ano,Alípio de Melo,18/08/2024 22:47:00,08/10/2024,Rematrícula,"20,00%",23.072
CL8602,,8º ano,,18/08/2024 22:46:00,,Rematrícula,,
CL8603,27/11/2006,3ª série,Ouro Preto,18/08/2024 22:45:00,26/09/2024,Rematrícula,"100,00%",0.0
CL8606,31/1/2015,5º ano,Ouro Preto,18/08/2024 22:44:00,17/01/2025,Rematrícula,"50,00%",12.839
CL8613,20/04/2011,8º ano,Jardim Canadá,18/08/2024 22:47:00,21/10/2024,Rematrícula,"35,80%",21.774
CL8614,17/09/2010,9º ano,Lagoa Santa,18/08/2024 22:47:00,29/11/2024,Rematrícula,"45,00%",16.454
CL8615,,1º ano bilíngue,,18/08/2024 22:44:00,,Rematrícula,,
CL8617,,7º ano,,18/08/2024 22:45:00,,Rematrícula,,
CL8619,14/05/2008,3ª série,Mais Buritis,18/08/2024 22:46:00,16/01/2025,Rematrícula,"58,00%",19.191
CL8621,29/1/2008,3ª série,Santa Amélia,18/08/2024 22:46:00,31/01/2025,Rematrícula,"55,00%",18.453
CL8629,11/3/2018,2º ano bilíngue,Mais Cidade Nova,18/08/2024 22:45:00,19/12/2024,Rematrícula,"60,00%",22.158
CL8630,,9º ano,,18/8/2024 22:46:00,,Rematrícula,,
CL8634,,7º ano bilíngue,,18/08/2024 22:45:00,,Rematrícula,,
CL8636,13/09/2007,3ª série,Ouro Preto Integral,18/8/2024 22:47:00,29/09/2024,Rematrícula,"35,00%",30.284
CL8637,13/09/2012,7º ano,Alípio de Melo,18/8/2024 22:46:00,02/10/2024,Rematrícula,"60,00%",12.713
CL8638,22/03/2013,7º ano,Lagoa Santa,18/8/2024 22:45:00,20/12/2024,Rematrícula,"35,00%",19.295
CL8642,,3ª série,,18/08/2024 22:46:00,,Rematrícula,,
CL8643,,9º ano,,18/08/2024 22:45:00,,Rematrícula,,
CL8646,10/01/2015,5º ano,Ouro Preto,18/08/2024 22:46:00,06/09/2024,Rematrícula,"30,00%",19.842
CL8648,19/09/2014,5º ano,Gutierrez,28/8/2024 16:17:00,08/01/2025,Rematrícula,"29,20%",19.751
CL8655,26/12/2013,6º ano,Ouro Preto,18/08/2024 22:45:00,19/12/2024,Rematrícula,"49,00%",18.12
CL8659,23/07/2014,5º ano,Alípio de Melo,18/08/2024 22:45:00,26/11/2024,Rematrícula,"60,00%",10.024
CL8661,26/01/2011,9º ano,Mais Cidade Nova,18/08/2024 22:45:00,16/10/2024,Rematrícula,"51,50%",20.105
CL8662,25/11/2009,1ª série,Carajás,18/8/2024 22:44:00,16/12/2024,Rematrícula,"100,00%",24.615
CL8664,,3ª série,,18/08/2024 22:46:00,,Rematrícula,,
CL8666,23/10/2015,4º ano,Ouro Preto,18/08/2024 22:45:00,22/08/2024,Rematrícula,"10,00%",25.444
CL8667,14/07/2015,4º ano,Santa Amélia,18/8/2024 22:44:00,03/02/2025,Rematrícula,"49,00%",14.014
CL8668,10/07/2019,Infantil 5,Conceição do Mato Dentro,18/08/2024 22:46:00,28/11/2024,Rematrícula,"47,40%",8.582
CL8670,20/05/2015,5º ano,Alípio de Melo,18/08/2024 22:46:00,04/12/2024,Rematrícula,"49,50%",13.141
CL8676,,7º ano,,18/08/2024 22:44:00,,Rematrícula,,
CL8677,,2º ano,,18/08/2024 22:45:00,,Rematrícula,,
CL8678,01/11/2011,8º ano,Ouro Preto,18/08/2024 22:46:00,21/10/2024,Rematrícula,"56,30%",15.918
CL8679,05/03/2009,2ª série,Carlos Prates,18/08/2024 22:46:00,07/10/2024,Rematrícula,"46,00%",17.7
CL8680,28/10/2011,8º ano,Gutierrez,18/08/2024 22:44:00,06/09/2024,Rematrícula,"20,00%",26.468
CL8681,08/04/2019,Infantil 5 bilíngue,Carajás,18/08/2024 22:45:00,14/11/2024,Rematrícula,"100,00%",0.0
CL8682,10/9/2013,6º ano,Mais Cidade Nova,18/08/2024 22:44:00,02/10/2024,Rematrícula,"58,30%",18.044
CL8683,16/4/2007,3ª série,Nova Suíça,18/08/2024 22:45:00,08/11/2024,Rematrícula,"50,00%",21.427
CL8685,19/8/2014,5º ano,Lagoa Santa,18/8/2024 22:45:00,09/09/2024,Rematrícula,"40,00%",15.393
CL8686,24/5/2010,1ª série,Carajás,18/08/2024 22:45:00,13/12/2024,Rematrícula,"100,00%",24.615
CL8691,27/07/2007,3ª série,Mais Buritis,18/08/2024 22:45:00,02/10/2024,Rematrícula,"60,00%",18.014
CL8693,,1ª série,,18/8/2024 22:47:00,,Rematrícula,,
CL8696,,8º ano,,18/08/2024 22:44:00,,Rematrícula,,
CL8697,21/6/2009,1ª série,Ouro Preto,18/08/2024 22:45:00,26/09/2024,Rematrícula,"49,60%",19.881
CL8698,25/05/2006,3ª série,Carlos Prates,18/8/2024 22:45:00,22/11/2024,Rematrícula,"53,00%",17.195
CL8702,20/12/2020,Infantil 4,Gutierrez,18/08/2024 22:45:00,30/10/2024,Rematrícula,"100,00%",416.0
CL8703,11/06/2013,7º ano,Alípio de Melo,18/8/2024 22:44:00,26/12/2024,Rematrícula,"60,00%",12.124
CL8707,,9º ano,,18/8/2024 22:45:00,,Rematrícula,,
CL8708,25/06/2009,1ª série,Jaraguá,18/08/2024 22:46:00,29/01/2025,Rematrícula,"55,00%",14.818
CL8709,02/02/2021,Infantil 4,Nova Suíça,18/08/2024 22:45:00,04/11/2024,Rematrícula,"35,00%",16.96
CL8710,26/08/2013,6º ano,Conceição do Mato Dentro,18/08/2024 22:47:00,03/12/2024,Rematrícula,"50,00%",19.155
CL8714,23/11/2011,8º ano,Jaraguá,18/08/2024 22:44:00,31/10/2024,Rematrícula,"36,90%",18.781
CL8717,,8º ano,,18/08/2024 22:46:00,,Rematrícula,,
CL8718,10/04/2008,2ª série,Ouro Preto,18/8/2024 22:46:00,03/10/2024,Rematrícula,"25,00%",28.102
CL8720,28/09/2013,6º ano,Ouro Preto,18/08/2024 22:46:00,08/09/2024,Rematrícula,"34,00%",22.643
CL8727,23/10/2017,2º ano,Castelo Manacás,18/08/2024 22:45:00,02/10/2024,Rematrícula,"50,00%",13.031
CL8729,,6º ano,,18/08/2024 22:45:00,,Rematrícula,,
CL8730,,7º ano,,18/08/2024 22:46:00,,Rematrícula,,
CL8737,26/06/2017,2º ano bilíngue,Mais Belvedere,18/08/2024 22:45:00,29/11/2024,Rematrícula,"58,00%",23.259
CL8741,13/02/2019,1º ano,Santa Amélia,18/08/2024 22:45:00,02/12/2024,Rematrícula,"47,90%",14.175
CL8743,23/09/2007,3ª série,Alípio de Melo,18/08/2024 22:46:00,03/01/2025,Rematrícula,"57,00%",14.822
CL8747,,2ª série,,18/8/2024 22:46:00,,Rematrícula,,
CL8749,31/5/2016,3º ano bilíngue,Carajás,18/08/2024 22:46:00,29/11/2024,Rematrícula,"100,00%",32.408
CL8751,19/4/2014,6º ano,Alípio de Melo,18/08/2024 22:45:00,02/10/2024,Rematrícula,"46,70%",16.157
CL8759,10/10/2018,1º ano,Lagoa Santa,18/08/2024 22:45:00,25/09/2024,Rematrícula,"50,00%",13.165
CL8761,16/5/2010,1ª série,Lagoa Santa,18/08/2024 22:46:00,02/10/2024,Rematrícula,"50,00%",16.863
CL8766,05/12/2008,2ª série,Lagoa Santa,18/08/2024 22:47:00,15/01/2025,Rematrícula,"60,00%",12.811
CL8767,,5º ano,,18/08/2024 22:45:00,,Rematrícula,,
CL8771,02/03/2008,3ª série,Ouro Preto,18/08/2024 22:45:00,19/12/2024,Rematrícula,"50,00%",22.346
CL8772,,1ª série,,18/08/2024 22:45:00,,Rematrícula,,
CL8776,27/08/2010,9º ano,Alípio de Melo,18/08/2024 22:47:00,07/09/2024,Rematrícula,"46,60%",16.183
CL8778,21/8/2015,4º ano,Carajás,18/08/2024 22:45:00,29/11/2024,Rematrícula,"100,00%",22.238
CL8781,07/12/2014,5º ano,Conceição do Mato Dentro,18/08/2024 22:44:00,10/12/2024,Rematrícula,"75,00%",16.387
CL8783,18/11/2010,9º ano,Santa Amélia,18/08/2024 22:46:00,02/10/2024,Rematrícula,"44,70%",14.782
CL8790,31/12/2007,3ª série,Carajás,18/08/2024 22:44:00,12/12/2024,Rematrícula,"100,00%",24.615
CL8804,7/5/2019,Infantil 5,Castelo,18/08/2024 22:44:00,13/09/2024,Rematrícula,"51,70%",11.56
CL8814,26/6/2016,3º ano,Castelo Manacás,18/08/2024 22:45:00,18/11/2024,Rematrícula,"50,00%",13.031
CL8817,03/05/2017,2º ano bilíngue,Mais Pampulha,18/08/2024 22:45:00,10/10/2024,Rematrícula,"58,00%",23.713
CL8825,,2º ano,,18/08/2024 22:46:00,,Rematrícula,,
CL8828,17/1/2024,Infantil 1,Carajás,08/11/2024 14:24:00,05/12/2024,Rematrícula,"100,00%",13.611
CL8833,08/08/2017,2º ano bilíngue,Mais Buritis,18/08/2024 22:46:00,06/12/2024,Rematrícula,"64,00%",22.223
CL8834,22/09/2019,Infantil 5,Alípio de Melo,18/08/2024 22:45:00,04/10/2024,Rematrícula,"50,00%",11.483
CL8835,18/09/2019,Infantil 5 bilíngue,Mais Pampulha,18/08/2024 22:46:00,14/10/2024,Rematrícula,"68,70%",16.713
CL8838,,Infantil 5,,18/08/2024 22:46:00,,Rematrícula,,
CL8845,22/2/2020,Infantil 5,Santa Amélia,18/08/2024 22:45:00,11/09/2024,Rematrícula,"37,60%",13.196
CL8847,25/06/2022,Infantil 2 bilíngue,Carajás,18/8/2024 22:46:00,03/12/2024,Rematrícula,"50,00%",7.92
CL8848,29/4/2018,1º ano bilíngue,Mais Buritis,18/08/2024 22:46:00,17/12/2024,Rematrícula,"59,00%",24.687
CL8856,29/4/2013,6º ano,Gutierrez,18/08/2024 22:45:00,02/10/2024,Rematrícula,"18,80%",26.825
CL8860,11/11/2019,Infantil 5 bilíngue,Carajás,18/08/2024 22:46:00,30/11/2024,Rematrícula,"100,00%",16.976
CL8871,03/01/2019,1º ano,Castelo Manacás,18/08/2024 22:45:00,10/09/2024,Rematrícula,"35,00%",16.339
CL8873,13/04/2020,Infantil 4 bilíngue,Carajás,18/08/2024 22:46:00,13/11/2024,Rematrícula,"100,00%",16.976
CL8885,20/09/2018,1º ano,Jaraguá,18/08/2024 22:45:00,27/09/2024,Rematrícula,"100,00%",401.0
CL8889,01/08/2020,Infantil 4,Carlos Prates,29/11/2024 17:53:00,02/01/2025,Rematrícula,"50,00%",11.483
CL8891,,Infantil 3,,18/8/2024 22:46:00,,Rematrícula,,
CL8900,11/02/2015,5º ano,Alípio de Melo,18/08/2024 22:46:00,04/09/2024,Rematrícula,"50,00%",12.429
CL8907,1/10/2009,1ª série,Mais Belvedere,18/08/2024 22:46:00,19/12/2024,Rematrícula,"75,00%",11.58
CL8914,21/9/2014,5º ano,Castelo,18/08/2024 22:45:00,08/10/2024,Rematrícula,"49,40%",13.163
CL8919,29/2/2012,8º ano,Mais Cidade Nova,18/08/2024 22:45:00,18/11/2024,Rematrícula,"75,00%",11.37
CL8921,27/02/2019,1º ano,Nova Suíça,18/8/2024 22:45:00,30/09/2024,Rematrícula,"50,00%",14.949
CL8922,7/4/2012,8º ano,Alípio de Melo,18/08/2024 22:47:00,13/12/2024,Rematrícula,"32,00%",19.493
CL8924,,1ª série,,18/08/2024 22:46:00,,Rematrícula,,
CL8928,,6º ano,,18/08/2024 22:45:00,,Rematrícula,,
CL8931,24/9/2007,3ª série,Conceição do Mato Dentro,18/08/2024 22:44:00,29/01/2025,Rematrícula,"18,30%",20.653
CL8932,19/11/2014,5º ano,Carlos Prates,18/08/2024 22:44:00,30/11/2024,Rematrícula,"50,00%",12.229
CL8934,08/08/2009,1ª série,Santa Amélia,18/8/2024 22:45:00,30/09/2024,Rematrícula,"55,00%",16.318
CL8939,,2ª série,,18/08/2024 22:47:00,,Rematrícula,,
CL8941,14/05/2014,6º ano,Conceição do Mato Dentro,18/08/2024 22:47:00,30/01/2025,Rematrícula,"50,00%",19.155
CL8947,,4º ano,,18/08/2024 22:44:00,,Rematrícula,,
CL8950,24/03/2013,7º ano,Alípio de Melo,18/08/2024 22:46:00,14/01/2025,Rematrícula,"50,00%",14.714
CL8951,02/03/2011,9º ano,Lagoa Santa,18/08/2024 22:44:00,23/10/2024,Rematrícula,"40,80%",17.785
CL8959,,6º ano bilíngue,,18/08/2024 22:45:00,,Rematrícula,,
CL8960,18/01/2014,6º ano,Ouro Preto,18/08/2024 22:44:00,19/09/2024,Rematrícula,"40,00%",20.833
CL8964,17/6/2018,1º ano,Castelo Manacás,18/08/2024 22:45:00,12/12/2024,Rematrícula,"50,00%",11.694
CL8966,24/11/2009,1ª série,Conceição do Mato Dentro,18/08/2024 22:46:00,11/01/2025,Rematrícula,"30,00%",20.942
CL8967,08/04/2010,1ª série,Alípio de Melo,18/08/2024 22:47:00,04/10/2024,Rematrícula,"39,80%",19.206
CL8969,18/8/2010,9º ano,Alípio de Melo,18/08/2024 22:47:00,16/10/2024,Rematrícula,"41,70%",17.452
CL8970,29/01/2013,7º ano,Santa Amélia,18/08/2024 22:47:00,27/12/2024,Rematrícula,"40,50%",18.659
CL8971,24/4/2010,1ª série,Alípio de Melo,18/08/2024 22:44:00,18/12/2024,Rematrícula,"40,00%",19.667
CL8972,08/05/2009,1ª série,Mais Cidade Nova,18/08/2024 22:45:00,17/12/2024,Rematrícula,"73,50%",13.622
CL8973,30/10/2010,9º ano,Alípio de Melo,18/08/2024 22:46:00,06/11/2024,Rematrícula,"50,00%",15.303
CL8975,,6º ano,,18/08/2024 22:45:00,,Rematrícula,,
CL8977,,2ª série,,18/08/2024 22:45:00,,Rematrícula,,
CL8978,01/12/2009,1ª série,Carajás,18/08/2024 22:44:00,13/12/2024,Rematrícula,"100,00%",24.615
CL8980,13/11/2009,1ª série,Alípio de Melo,18/08/2024 22:46:00,04/12/2024,Rematrícula,"100,00%",2.588
CL8981,25/2/2018,2º ano,Castelo Manacás,18/8/2024 22:44:00,03/09/2024,Rematrícula,"48,50%",13.362
CL8982,03/10/2008,2ª série,Lagoa Santa,18/08/2024 22:46:00,24/01/2025,Rematrícula,"34,00%",21.595
CL8984,,Infantil 4,,18/08/2024 22:46:00,,Rematrícula,,
CL8985,15/06/2015,4º ano bilíngue,Mais Buritis,18/08/2024 22:46:00,30/09/2024,Rematrícula,"63,00%",20.476
CL8986,12/1/2008,3ª série,Ouro Preto Integral,18/8/2024 22:46:00,31/10/2024,Rematrícula,"70,00%",15.978
CL8993,25/06/2012,8º ano,Gutierrez,18/08/2024 22:46:00,01/11/2024,Rematrícula,"45,00%",19.041
CL8995,09/09/2018,1º ano,Gutierrez,18/8/2024 22:45:00,19/12/2024,Rematrícula,"50,00%",13.799
CL8996,24/07/2020,Infantil 4,Carlos Prates,18/08/2024 22:46:00,08/10/2024,Rematrícula,"56,70%",9.957
CL8997,5/8/2009,1ª série,Carajás,18/08/2024 22:44:00,16/12/2024,Rematrícula,"100,00%",24.615
CL8998,27/06/2016,3º ano,Nova Suíça,18/08/2024 22:44:00,29/11/2024,Rematrícula,"45,00%",15.317
CL9002,25/04/2011,9º ano,Alípio de Melo,18/08/2024 22:47:00,08/10/2024,Rematrícula,"51,50%",13.972
CL9004,05/10/2009,1ª série,Alípio de Melo,18/08/2024 22:46:00,13/12/2024,Rematrícula,"55,00%",15.397
